[2023-05-07 22:24:34,641] Register - Step 01: Navigate to 'Register' Page
[2023-05-13 21:55:08,166] Login_04 - Step 01: Click to Login link
[2023-05-13 21:55:08,655] Login_04 - Step 02: Not enter to Invalid Email textbox with value abc8952@gmail.com
[2023-05-13 21:55:08,808] Login_04 - Step 03: Click to Login button
[2023-05-13 21:55:09,505] Login_04 - Step 04: Verify Wrong Email message is displayed
[2023-05-13 21:55:09,623]  -------------------------- PASSED -------------------------- 
[2023-05-13 21:55:09,629] Login_05 - Step 01: Click to Login link
[2023-05-13 21:55:10,084] Login_05 - Step 02: Enter to Invalid Email textbox with value abc8952@gmail.com
[2023-05-13 21:55:10,281] Login_05 - Step 03: Enter to Password textbox with value 1234
[2023-05-13 21:55:10,405] Login_05 - Step 04: Click to Login button
[2023-05-13 21:55:10,950] Login_05 - Step 05: Verify Wrong Email message is displayed
[2023-05-13 21:55:11,056]  -------------------------- PASSED -------------------------- 
[2023-05-13 21:55:11,058] Login_05 - Step 01: Click to Login link
[2023-05-13 21:55:11,574] Login_05 - Step 02: Enter to Invalid Email textbox with value abc8952@gmail.com
[2023-05-13 21:55:11,736] Login_05 - Step 03: Enter to Password textbox with value abc1234
[2023-05-13 21:55:11,888] Login_05 - Step 04: Click to Login button
[2023-05-13 21:55:12,684] Login_05 - Step 05: Verify My Account link is displayed
[2023-05-13 21:55:12,806]  -------------------------- PASSED -------------------------- 
[2023-05-13 21:55:12,811] OS name = windows 10
[2023-05-13 21:55:12,812] Driver instance name = firefoxdriver: firefox on windows (d10f9733-c2e0-49ae-a825-c4abda521e8d)
[2023-05-13 23:42:45,580] Pre-condition - Step 01: Click to 'Login' link
[2023-05-13 23:42:46,728] Pre-condition - Step 02: Add cookie and reload
[2023-05-13 23:42:46,774] OS name = windows 10
[2023-05-13 23:42:46,775] Driver instance name = firefoxdriver: firefox on windows (c4cd5333-2f9d-493c-939a-7de37235fa00)
[2023-05-13 23:45:32,450] Pre-condition - Step 01: Click to 'Login' link
[2023-05-13 23:45:33,610] Pre-condition - Step 02: Add cookie and reload
[2023-05-13 23:45:37,334] Pre-condition - Step 05: Verify MyAccount link is displayed
[2023-05-13 23:45:37,475]  -------------------------- PASSED -------------------------- 
[2023-05-13 23:45:37,488] My_Account_01 - Step 01: Click to My Account link
[2023-05-13 23:45:37,623] OS name = windows 10
[2023-05-13 23:45:37,623] Driver instance name = firefoxdriver: firefox on windows (e4269daf-4a94-47a9-a441-97066191ba3a)
[2023-05-13 23:48:19,192] Pre-condition - Step 01: Click to 'Login' link
[2023-05-13 23:48:20,360] Pre-condition - Step 02: Add cookie and reload
[2023-05-13 23:48:24,560] Pre-condition - Step 05: Verify MyAccount link is displayed
[2023-05-13 23:48:24,701]  -------------------------- PASSED -------------------------- 
[2023-05-13 23:48:24,716] My_Account_01 - Step 01: Click to My Account link
[2023-05-13 23:48:24,825] OS name = windows 10
[2023-05-13 23:48:24,826] Driver instance name = firefoxdriver: firefox on windows (4821dd52-6655-4c37-a9a5-ff6eb9e386bd)
[2023-05-14 09:48:46,931] OS name = windows 10
[2023-05-14 09:48:46,932] 
[2023-05-14 09:48:47,638] OS name = windows 10
[2023-05-14 09:48:47,638] 
[2023-05-14 09:49:21,644] Register_01 - Step 01: Click to Register link
[2023-05-14 09:49:22,923] Register_01 - Step 02: Click to Register button
[2023-05-14 09:49:23,312] Register - Step 03: Verify error message at FirstName textbox is displayed
[2023-05-14 09:49:23,398]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:23,399] Register - Step 04: Verify error message at LastName textbox is displayed
[2023-05-14 09:49:23,462]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:23,462] Register - Step 05: Verify error message at Email textbox is displayed
[2023-05-14 09:49:23,540]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:23,540] Register - Step 06: Verify error message at Password textbox is displayed
[2023-05-14 09:49:23,620]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:23,620] Register - Step 07: Verify error message at  Confirm Password textbox is displayed
[2023-05-14 09:49:23,679]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:23,685] Register_02 - Step 01: Click to Register link
[2023-05-14 09:49:24,193] Register_02 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 09:49:24,346] Register_02 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 09:49:24,488] Register_02 - Step 04: Enter to Invalid Email textbox with value abc@123
[2023-05-14 09:49:24,600] Register_02 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 09:49:24,710] Register_02 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-14 09:49:24,819] Register_02 - Step 06: Click to Register button
[2023-05-14 09:49:25,309] Register_02 - Step 05: Verify error message at Email textbox is displayed
[2023-05-14 09:49:25,442]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:25,447] Register_03 - Step 01: Navigate to 'Register' Page
[2023-05-14 09:49:25,927] Register_03 - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-14 09:49:26,082] Register_03 - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-14 09:49:26,197] Register_03 - Step 04: Enter to Email textbox with value is'abc6035@gmail.com'
[2023-05-14 09:49:26,333] Register_03 - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-14 09:49:26,451] Register_03 - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-14 09:49:26,561] Register_03 - Step 07: Click to 'Register' button
[2023-05-14 09:49:27,297] Register_03 - Step 08: Verify Register success message is displayed
[2023-05-14 09:49:27,388]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:27,392] Register_04 - Step 01: Navigate to 'Register' Page
[2023-05-14 09:49:27,824] Register_04 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 09:49:27,972] Register_04 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 09:49:28,123] Register_04 - Step 04: Enter to Existing  Email textbox with value abc6035@gmail.com
[2023-05-14 09:49:28,272] Register_04 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 09:49:28,382] Register_04 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-14 09:49:28,494] Register_04 - Step 06: Click to Register button
[2023-05-14 09:49:28,947] Register_04 - Step 05: Verify error existing Email message is displayed
[2023-05-14 09:49:29,045]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:29,048] Register_05 - Step 01: Navigate to 'Register' Page
[2023-05-14 09:49:29,510] Register_05 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 09:49:29,669] Register_05 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 09:49:29,803] Register_05 - Step 04: Enter to Existing  Email textbox with value abc6035@gmail.com
[2023-05-14 09:49:30,022] Register_05 - Step 05: Enter to Password textbox with value 1234
[2023-05-14 09:49:30,157] Register_05 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-14 09:49:30,270] Register_05 - Step 06: Click to Register button
[2023-05-14 09:49:30,597] Register_05 - Step 05: Verify error message at Password textbox is displayed
[2023-05-14 09:49:30,690]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:30,693] Register_06 - Step 01: Navigate to 'Register' Page
[2023-05-14 09:49:31,207] Register_06 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 09:49:31,381] Register_06 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 09:49:31,522] Register_06 - Step 04: Enter to Existing  Email textbox with value abc6035@gmail.com
[2023-05-14 09:49:31,646] Register_06 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 09:49:31,757] Register_06 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-14 09:49:31,872] Register_06 - Step 06: Click to Register button
[2023-05-14 09:49:32,658] Register_06 - Step 05: Verify error message at Confirm Password textbox is displayed
[2023-05-14 09:49:32,701]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:32,704] OS name = windows 10
[2023-05-14 09:49:32,704] Driver instance name = firefoxdriver: firefox on windows (e933c182-89cc-41dd-b71a-d0c96ffb5409)
[2023-05-14 09:49:39,524] Pre-condition - Step 01: Navigate to 'Register' Page
[2023-05-14 09:49:40,694] Pre-condition - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-14 09:49:40,845] Pre-condition - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-14 09:49:40,968] Pre-condition - Step 04: Enter to Email textbox with value is'abc170@gmail.com'
[2023-05-14 09:49:41,089] Pre-condition - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-14 09:49:41,188] Pre-condition - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-14 09:49:41,296] Pre-condition - Step 07: Click to 'Register' button
[2023-05-14 09:49:42,056] Pre-condition - Step 08: Verify Register success message is displayed
[2023-05-14 09:49:42,157]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:42,158] Login_01 - Step 01: Click to Login link
[2023-05-14 09:49:42,622] Login_01 - Step 02: Click to Login button
[2023-05-14 09:49:42,993] Login_01 - Step 03: Verify error message at Email textbox is displayed
[2023-05-14 09:49:43,053]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:43,056] Login_02 - Step 01: Click to Login link
[2023-05-14 09:49:43,550] Login_02 - Step 02: Enter to Invalid Email textbox with value abc@123
[2023-05-14 09:49:43,702] Login_02 - Step 03: Enter to Password textbox with value abc1234
[2023-05-14 09:49:43,829] Login_02 - Step 04: Click to Login button
[2023-05-14 09:49:44,322] Login_02 - Step 05: Verify Wrong Email message is displayed
[2023-05-14 09:49:44,422]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:44,425] Login_03 - Step 01: Click to Login link
[2023-05-14 09:49:44,878] Login_03 - Step 02: Enter to Invalid Email textbox with value abc123@gmail.com
[2023-05-14 09:49:45,024] Login_03 - Step 03: Enter to Password textbox with value abc1234
[2023-05-14 09:49:45,144] Login_03 - Step 04: Click to Login button
[2023-05-14 09:49:45,591] Login_03 - Step 05: Verify error login message is displayed
[2023-05-14 09:49:45,693]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:45,695] Login_04 - Step 01: Click to Login link
[2023-05-14 09:49:46,139] Login_04 - Step 02: Not enter to Invalid Email textbox with value abc170@gmail.com
[2023-05-14 09:49:46,280] Login_04 - Step 03: Click to Login button
[2023-05-14 09:49:46,743] Login_04 - Step 04: Verify Wrong Email message is displayed
[2023-05-14 09:49:46,850]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:46,853] Login_05 - Step 01: Click to Login link
[2023-05-14 09:49:47,346] Login_05 - Step 02: Enter to Invalid Email textbox with value abc170@gmail.com
[2023-05-14 09:49:47,519] Login_05 - Step 03: Enter to Password textbox with value 1234
[2023-05-14 09:49:47,644] Login_05 - Step 04: Click to Login button
[2023-05-14 09:49:48,212] Login_05 - Step 05: Verify Wrong Email message is displayed
[2023-05-14 09:49:48,333]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:48,336] Login_05 - Step 01: Click to Login link
[2023-05-14 09:49:48,788] Login_05 - Step 02: Enter to Invalid Email textbox with value abc170@gmail.com
[2023-05-14 09:49:48,945] Login_05 - Step 03: Enter to Password textbox with value abc1234
[2023-05-14 09:49:49,063] Login_05 - Step 04: Click to Login button
[2023-05-14 09:49:49,807] Login_05 - Step 05: Verify My Account link is displayed
[2023-05-14 09:49:49,936]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:49:49,937] OS name = windows 10
[2023-05-14 09:49:49,938] Driver instance name = firefoxdriver: firefox on windows (c0119d70-5f8a-4ec1-b419-a0fc1e25c0e3)
[2023-05-14 09:53:21,812] Register_01 - Step 01: Click to Register link
[2023-05-14 09:53:22,971] Register_01 - Step 02: Click to Register button
[2023-05-14 09:53:23,323] Register - Step 03: Verify error message at FirstName textbox is displayed
[2023-05-14 09:53:23,417]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:53:23,417] Register - Step 04: Verify error message at LastName textbox is displayed
[2023-05-14 09:53:23,491]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:53:23,491] Register - Step 05: Verify error message at Email textbox is displayed
[2023-05-14 09:53:23,554]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:53:23,554] Register - Step 06: Verify error message at Password textbox is displayed
[2023-05-14 09:53:23,617]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:53:23,617] Register - Step 07: Verify error message at  Confirm Password textbox is displayed
[2023-05-14 09:53:23,678]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:53:23,685] Register_02 - Step 01: Click to Register link
[2023-05-14 09:53:24,158] Register_02 - Step 02: Enter to FirstName textbox with value automation
[2023-05-14 09:53:24,321] Register_02 - Step 03: Enter to LastName textbox with value FC
[2023-05-14 09:53:24,425] Register_02 - Step 04: Enter to Invalid Email textbox with value abc@123
[2023-05-14 09:53:24,536] Register_02 - Step 05: Enter to Password textbox with value abc1234
[2023-05-14 09:53:24,629] Register_02 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-14 09:53:24,737] Register_02 - Step 06: Click to Register button
[2023-05-14 09:53:25,212] Register_02 - Step 05: Verify error message at Email textbox is displayed
[2023-05-14 09:53:25,308]  -------------------------- PASSED -------------------------- 
[2023-05-14 09:53:25,312] Register_03 - Step 01: Navigate to 'Register' Page
